produto;regiao;ano;semana;preco
Palmer - produtor;Vale do Sao Francisco;2020;51;0.66
Palmer - produtor;Vale do Sao Francisco;2020;52;0.68
Palmer - produtor;Vale do Sao Francisco;2021;1;0.78
Palmer - produtor;Vale do Sao Francisco;2021;2;1.04
Palmer - produtor;Vale do Sao Francisco;2021;3;1.19
Palmer - produtor;Vale do Sao Francisco;2021;4;1.38
Palmer - produtor;Vale do Sao Francisco;2021;5;1.60
Palmer - produtor;Vale do Sao Francisco;2021;6;1.98
Palmer - produtor;Vale do Sao Francisco;2021;7;2.70
Palmer - produtor;Vale do Sao Francisco;2021;8;2.81
Palmer - produtor;Vale do Sao Francisco;2021;9;3.33
Palmer - produtor;Vale do Sao Francisco;2021;10;3.81
Palmer - produtor;Vale do Sao Francisco;2021;11;3.54
Palmer - produtor;Vale do Sao Francisco;2021;12;3.34
Palmer - produtor;Vale do Sao Francisco;2021;13;3.27
Palmer - produtor;Vale do Sao Francisco;2021;14;3.00
Palmer - produtor;Vale do Sao Francisco;2021;15;2.80
Palmer - produtor;Vale do Sao Francisco;2021;16;1.61
Palmer - produtor;Vale do Sao Francisco;2021;17;1.18
Palmer - produtor;Vale do Sao Francisco;2021;18;1.01
Palmer - produtor;Vale do Sao Francisco;2021;19;1.01
Palmer - produtor;Vale do Sao Francisco;2021;20;1.12
Palmer - produtor;Vale do Sao Francisco;2021;21;0.80
Palmer - produtor;Vale do Sao Francisco;2021;22;0.73
Palmer - produtor;Vale do Sao Francisco;2021;23;0.71
Palmer - produtor;Vale do Sao Francisco;2021;24;0.72
Palmer - produtor;Vale do Sao Francisco;2021;25;0.89
Palmer - produtor;Vale do Sao Francisco;2021;26;0.98
Palmer - produtor;Vale do Sao Francisco;2021;27;1.23
Palmer - produtor;Vale do Sao Francisco;2021;28;1.16
Palmer - produtor;Vale do Sao Francisco;2021;29;1.00
Palmer - produtor;Vale do Sao Francisco;2021;30;0.80
Palmer - produtor;Vale do Sao Francisco;2021;31;0.75
Palmer - produtor;Vale do Sao Francisco;2021;32;0.71
Palmer - produtor;Vale do Sao Francisco;2021;33;0.58
Palmer - produtor;Vale do Sao Francisco;2021;34;0.61
Palmer - produtor;Vale do Sao Francisco;2021;35;0.63
Palmer - produtor;Vale do Sao Francisco;2021;36;0.68
Palmer - produtor;Vale do Sao Francisco;2021;37;0.83
Palmer - produtor;Vale do Sao Francisco;2021;38;1.00
Palmer - produtor;Vale do Sao Francisco;2021;39;1.10
Palmer - produtor;Vale do Sao Francisco;2021;40;1.08
Palmer - produtor;Vale do Sao Francisco;2021;41;0.96
Palmer - produtor;Vale do Sao Francisco;2021;42;0.98
Palmer - produtor;Vale do Sao Francisco;2021;43;1.06
Palmer - produtor;Vale do Sao Francisco;2021;44;0.99
Palmer - produtor;Vale do Sao Francisco;2021;45;1.35
Palmer - produtor;Vale do Sao Francisco;2021;46;1.87
Palmer - produtor;Vale do Sao Francisco;2021;47;2.26
Palmer - produtor;Vale do Sao Francisco;2021;48;2.72
Palmer - produtor;Vale do Sao Francisco;2021;49;2.46
Palmer - produtor;Vale do Sao Francisco;2021;50;2.14
Palmer - produtor;Vale do Sao Francisco;2021;51;2.48
Palmer - produtor;Vale do Sao Francisco;2021;52;2.32
Palmer - produtor;Vale do Sao Francisco;2022;01;1.99
Palmer - produtor;Vale do Sao Francisco;2022;02;1.92
Palmer - produtor;Vale do Sao Francisco;2022;03;1.36
Palmer - produtor;Vale do Sao Francisco;2022;04;1.34
Palmer - produtor;Vale do Sao Francisco;2022;05;1.41
Palmer - produtor;Vale do Sao Francisco;2022;06;1.42
Palmer - produtor;Vale do Sao Francisco;2022;07;1.40
Palmer - produtor;Vale do Sao Francisco;2022;08;1.45
Palmer - produtor;Vale do Sao Francisco;2022;09;1.32
Palmer - produtor;Vale do Sao Francisco;2022;10;1.35
Palmer - produtor;Vale do Sao Francisco;2022;11;1.42
Palmer - produtor;Vale do Sao Francisco;2022;12;1.44
Palmer - produtor;Vale do Sao Francisco;2022;13;1.41
Palmer - produtor;Vale do Sao Francisco;2022;14;1.40
Palmer - produtor;Vale do Sao Francisco;2022;15;1.45
Palmer - produtor;Vale do Sao Francisco;2022;16;1.54
Palmer - produtor;Vale do Sao Francisco;2022;17;1.78
Palmer - produtor;Vale do Sao Francisco;2022;18;2.20
Palmer - produtor;Vale do Sao Francisco;2022;19;2.43
Palmer - produtor;Vale do Sao Francisco;2022;20;2.54
Palmer - produtor;Vale do Sao Francisco;2022;21;2.29
Palmer - produtor;Vale do Sao Francisco;2022;22;1.95
Palmer - produtor;Vale do Sao Francisco;2022;23;2.13
Palmer - produtor;Vale do Sao Francisco;2022;24;2.31
Palmer - produtor;Vale do Sao Francisco;2022;25;2.17
Palmer - produtor;Vale do Sao Francisco;2022;26;2.27
Palmer - produtor;Vale do Sao Francisco;2022;27;2.29
Palmer - produtor;Vale do Sao Francisco;2022;28;2.20
Palmer - produtor;Vale do Sao Francisco;2022;29;2.12
Palmer - produtor;Vale do Sao Francisco;2022;30;2.23
Palmer - produtor;Vale do Sao Francisco;2022;31;2.03
Palmer - produtor;Vale do Sao Francisco;2022;32;1.98
Palmer - produtor;Vale do Sao Francisco;2022;33;1.74
Palmer - produtor;Vale do Sao Francisco;2022;34;1.44
Palmer - produtor;Vale do Sao Francisco;2022;35;1.39
Palmer - produtor;Vale do Sao Francisco;2022;36;1.49
Palmer - produtor;Vale do Sao Francisco;2022;37;1.32
Palmer - produtor;Vale do Sao Francisco;2022;38;1.13
Palmer - produtor;Vale do Sao Francisco;2022;39;1.11
Palmer - produtor;Vale do Sao Francisco;2022;40;1.11
Palmer - produtor;Vale do Sao Francisco;2022;41;1.24
Palmer - produtor;Vale do Sao Francisco;2022;42;1.25
Palmer - produtor;Vale do Sao Francisco;2022;43;1.24
Palmer - produtor;Vale do Sao Francisco;2022;44;1.08
Palmer - produtor;Vale do Sao Francisco;2022;45;1.22
Palmer - produtor;Vale do Sao Francisco;2022;46;1.03
Palmer - produtor;Vale do Sao Francisco;2022;47;0.95
Palmer - produtor;Vale do Sao Francisco;2022;48;0.70
Palmer - produtor;Vale do Sao Francisco;2022;49;0.73
Palmer - produtor;Vale do Sao Francisco;2022;50;0.70
Palmer - produtor;Vale do Sao Francisco;2022;51;0.76
Palmer - produtor;Vale do Sao Francisco;2022;52;0.76
Palmer - produtor;Vale do Sao Francisco;2023;01;0.84
Palmer - produtor;Vale do Sao Francisco;2023;02;0.96
Palmer - produtor;Vale do Sao Francisco;2023;03;0.97
Palmer - produtor;Vale do Sao Francisco;2023;04;1.07
Palmer - produtor;Vale do Sao Francisco;2023;05;1.42
Palmer - produtor;Vale do Sao Francisco;2023;06;1.58
Palmer - produtor;Vale do Sao Francisco;2023;07;1.92
Palmer - produtor;Vale do Sao Francisco;2023;08;2.28
Palmer - produtor;Vale do Sao Francisco;2023;09;2.42
Palmer - produtor;Vale do Sao Francisco;2023;10;2.23
Palmer - produtor;Vale do Sao Francisco;2023;11;2.19
Palmer - produtor;Vale do Sao Francisco;2023;12;2.16
Palmer - produtor;Vale do Sao Francisco;2023;13;2.34
Palmer - produtor;Vale do Sao Francisco;2023;14;2.83
Palmer - produtor;Vale do Sao Francisco;2023;15;3.03
Palmer - produtor;Vale do Sao Francisco;2023;16;2.79
Palmer - produtor;Vale do Sao Francisco;2023;17;2.71
Palmer - produtor;Vale do Sao Francisco;2023;18;2.58
Palmer - produtor;Vale do Sao Francisco;2023;19;2.48
Palmer - produtor;Vale do Sao Francisco;2023;20;2.10
Palmer - produtor;Vale do Sao Francisco;2023;21;1.50
Palmer - produtor;Vale do Sao Francisco;2023;22;1.31
Palmer - produtor;Vale do Sao Francisco;2023;23;1.34
Palmer - produtor;Vale do Sao Francisco;2023;24;1.33
Palmer - produtor;Vale do Sao Francisco;2023;25;1.24
Palmer - produtor;Vale do Sao Francisco;2023;26;1.33
Palmer - produtor;Vale do Sao Francisco;2023;27;1.43
Palmer - produtor;Vale do Sao Francisco;2023;28;1.51
